backGround-string,desc-string,id-int,pictureAsset-string
Assets/Res/Sprite/Instructions/Background/Common.png,@@[1]モンスター討伐-金属の犬,7,Assets/Res/Sprite/Icon/Head/monster-icon-6.png
Assets/Res/Sprite/Instructions/Background/Common.png,[2]モンスター討伐-カボチャの悪魔,8,Assets/Res/Sprite/Icon/Head/monster-icon-7.png
Assets/Res/Sprite/Instructions/Background/Common.png,[3]モンスター討伐-サボテンの戦士,9,Assets/Res/Sprite/Icon/Head/monster-icon-8.png
Assets/Res/Sprite/Instructions/Background/Common.png,[4]モンスター討伐-鉱石を持つ猫,10,Assets/Res/Sprite/Icon/Head/monster-icon-9.png
Assets/Res/Sprite/Instructions/Background/Common.png,[5]モンスター討伐-ブンブン蜂,11,Assets/Res/Sprite/Icon/Head/monster-icon-11.png
Assets/Res/Sprite/Instructions/Background/Common.png,[6]モンスター討伐-リーフラーカー,12,Assets/Res/Sprite/Icon/Head/monster-icon-10.png
Assets/Res/Sprite/Instructions/Background/Common.png,[7]モンスター討伐-カオス・スペクター,13,Assets/Res/Sprite/Icon/Head/monster-icon-12.png
Assets/Res/Sprite/Instructions/Background/Common.png,[8]モンスター討伐-クリムゾンスラッガー,14,Assets/Res/Sprite/Icon/Head/monster-icon-13.png
Assets/Res/Sprite/Instructions/Background/Common.png,[9]モンスター討伐-フロストミニオン,16,Assets/Res/Sprite/Icon/Head/monster-icon-14.png
Assets/Res/Sprite/Instructions/Background/Common.png,[10]モンスター討伐-スケルトンソルジャー,17,Assets/Res/Sprite/Icon/Head/monster-icon-96.png
Assets/Res/Sprite/Instructions/Background/Common.png,[11]モンスター討伐-オレンジリーフエッグヘッド,18,Assets/Res/Sprite/Icon/Head/monster-icon-97.png
Assets/Res/Sprite/Instructions/Background/Common.png,[12]モンスター討伐-怒りの切り株,19,Assets/Res/Sprite/Icon/Head/monster-icon-98.png
Assets/Res/Sprite/Instructions/Background/Common.png,[13]モンスター討伐-ダークスノースプライト,20,Assets/Res/Sprite/Icon/Head/monster-icon-101.png
Assets/Res/Sprite/Instructions/Background/Common.png,[14]モンスター討伐-スケルトンキャプテン,21,Assets/Res/Sprite/Icon/Head/monster-icon-99.png
Assets/Res/Sprite/Instructions/Background/Common.png,[15]モンスター討伐-シャドウビヘモス,22,Assets/Res/Sprite/Icon/Head/monster-icon-100.png
Assets/Res/Sprite/Instructions/Background/Common.png,[16]モンスター討伐-スケルトンアーチャー,23,Assets/Res/Sprite/Icon/Head/monster-icon-103.png
Assets/Res/Sprite/Instructions/Background/Common.png,[17]モンスター討伐-ウサギウィザード,24,Assets/Res/Sprite/Icon/Head/monster-icon-104.png
Assets/Res/Sprite/Instructions/Background/Common.png,[18]モンスター討伐-氷の殻巨人,25,Assets/Res/Sprite/Icon/Head/monster-icon-102.png
Assets/Res/Sprite/Instructions/Background/Common.png,[19]モンスター討伐-眩しいリトルオーバーロード,26,Assets/Res/Sprite/Icon/Head/monster-icon-112.png
Assets/Res/Sprite/Instructions/Background/Common.png,[20]モンスター討伐-ファイアロックセンチネル,27,Assets/Res/Sprite/Icon/Head/monster-icon-113.png
Assets/Res/Sprite/Instructions/Background/Common.png,[21]モンスター討伐-ジャイアントロックセンチネル,28,Assets/Res/Sprite/Icon/Head/monster-icon-114.png
Assets/Res/Sprite/Instructions/Background/Common.png,[22]モンスター討伐-イエローストライプロックビースト,29,Assets/Res/Sprite/Icon/Head/monster-icon-115.png
Assets/Res/Sprite/Instructions/Background/Common.png,[23]モンスター討伐-賢明な目を持つ鷲の守護者,30,Assets/Res/Sprite/Icon/Head/monster-icon-116.png
Assets/Res/Sprite/Instructions/Background/Common.png,[24]モンスター討伐-スターライトヤングドラゴン,31,Assets/Res/Sprite/Icon/Head/monster-icon-117.png
Assets/Res/Sprite/Instructions/Background/Common.png,[25]モンスター討伐-謎めいた光の精霊,32,Assets/Res/Sprite/Icon/Head/monster-icon-118.png
Assets/Res/Sprite/Instructions/Background/Common.png,[26]モンスター討伐-グリーンストーン彫刻の精霊,33,Assets/Res/Sprite/Icon/Head/monster-icon-119.png
Assets/Res/Sprite/Instructions/Background/Common.png,[27]モンスター討伐-微笑むスパイクシールド,34,Assets/Res/Sprite/Icon/Head/monster-icon-120.png
Assets/Res/Sprite/Instructions/Background/Common.png,[28]採取-植物繊維#14,35,Assets/Res/Sprite/Icon/HomeResource/Slice_11.png
Assets/Res/Sprite/Instructions/Background/Common.png,[29]採取-植物繊維#33,36,Assets/Res/Sprite/Icon/HomeResource/homeresource-33.png
Assets/Res/Sprite/Instructions/Background/Common.png,[30]採取-アイスキノコ#15,37,Assets/Res/Sprite/Icon/HomeResource/2D_caijiziyuan_bingyuanzhiwu.png
Assets/Res/Sprite/Instructions/Background/Common.png,[31]採取-アイスキノコ#43,38,Assets/Res/Sprite/Icon/HomeResource/homeresource-43.png
Assets/Res/Sprite/Instructions/Background/Common.png,[32]採取-テキーラ#7,39,Assets/Res/Sprite/Icon/HomeResource/2D_caijiziyuan_hongguoshi.png
Assets/Res/Sprite/Instructions/Background/Common.png,[33]採取-テキーラ#44,40,Assets/Res/Sprite/Icon/HomeResource/homeresource-44.png
Assets/Res/Sprite/Instructions/Background/Common.png,[34]採取-ゴールデンダンデライオン#65,41,Assets/Res/Sprite/Icon/HomeResource/homeresource-65.png
Assets/Res/Sprite/Instructions/Background/Common.png,[35]採取-ゴールデンダンデライオン#74,42,Assets/Res/Sprite/Icon/HomeResource/homeresource-74.png
Assets/Res/Sprite/Instructions/Background/Common.png,[36]採取-ファイバーダイヤモンド#68,43,Assets/Res/Sprite/Icon/HomeResource/homeresource-68.png
Assets/Res/Sprite/Instructions/Background/Common.png,[37]採取-ファイバーダイヤモンド#77,44,Assets/Res/Sprite/Icon/HomeResource/homeresource-77.png
Assets/Res/Sprite/Instructions/Background/Common.png,[38]採取-エルフフラワー#71,45,Assets/Res/Sprite/Icon/HomeResource/homeresource-71.png
Assets/Res/Sprite/Instructions/Background/Common.png,[39]採取-エルフフラワー#80,46,Assets/Res/Sprite/Icon/HomeResource/homeresource-80.png
Assets/Res/Sprite/Instructions/Background/Common.png,[40]採取-溶岩の花#85,47,Assets/Res/Sprite/Icon/HomeResource/homeresource-85.png
Assets/Res/Sprite/Instructions/Background/Common.png,[41]採取-溶岩の花#86,48,Assets/Res/Sprite/Icon/HomeResource/homeresource-86.png
Assets/Res/Sprite/Instructions/Background/Common.png,[42]採取-ホローファイバー#92,49,Assets/Res/Sprite/Icon/HomeResource/homeresource-92.png
Assets/Res/Sprite/Instructions/Background/Common.png,[43]採取-ホローファイバー#91,50,Assets/Res/Sprite/Icon/HomeResource/homeresource-91.png
Assets/Res/Sprite/Instructions/Background/Common.png,[44]採取-ブロンズ繊維#97,51,Assets/Res/Sprite/Icon/HomeResource/homeresource-97.png
Assets/Res/Sprite/Instructions/Background/Common.png,[45]採取-ブロンズ繊維#98,52,Assets/Res/Sprite/Icon/HomeResource/homeresource-98.png
Assets/Res/Sprite/Instructions/Background/Common.png,[46]採取-一般的な木材#4,53,Assets/Res/Sprite/Icon/HomeResource/2D_caijiziyuan_shumu01_1.png
Assets/Res/Sprite/Instructions/Background/Common.png,[47]採取-一般的な木材#5,54,Assets/Res/Sprite/Icon/HomeResource/Slice_12.png
Assets/Res/Sprite/Instructions/Background/Common.png,[48]採取-一般的な木材#35,55,Assets/Res/Sprite/Icon/HomeResource/homeresource-35.png
Assets/Res/Sprite/Instructions/Background/Common.png,[49]採取-砂漠の木の木材#6,56,Assets/Res/Sprite/Icon/HomeResource/2D_caijiziyuan_xianrenzhang.png
Assets/Res/Sprite/Instructions/Background/Common.png,[50]採取-砂漠の木の木材#36,57,Assets/Res/Sprite/Icon/HomeResource/homeresource-36.png
Assets/Res/Sprite/Instructions/Background/Common.png,Gather--ダークウッド#16 ,58,Assets/Res/Sprite/Icon/HomeResource/2D_caijiziyuan_anheimucai.png
Assets/Res/Sprite/Instructions/Background/Common.png, Gather--ダークウッド#37 ,59,Assets/Res/Sprite/Icon/HomeResource/homeresource-37.png
Assets/Res/Sprite/Instructions/Background/Common.png, Gather--サボテンの花#66 ,60,Assets/Res/Sprite/Icon/HomeResource/homeresource-66.png
